Time,ProsumerId,Load
12:00:00 AM,1,1.556922571
12:00:00 AM,2,0.326013467
12:00:00 AM,3,0.164274434
12:00:00 AM,4,0.414113152
12:00:00 AM,5,1.79451086
12:00:00 AM,6,0.551946104
12:00:00 AM,7,1.599133977
12:00:00 AM,8,0.287566891
12:00:00 AM,9,1.890213651
12:00:00 AM,10,0.539702009
12:00:00 AM,11,1.874154582
12:00:00 AM,12,0.566974376
12:00:00 AM,13,0.83158203
12:00:00 AM,14,0.293478124
12:00:00 AM,15,1.402950154
12:00:00 AM,16,0.592447134
12:00:00 AM,17,0.607473358
12:00:00 AM,18,1.197919036
12:00:00 AM,19,0.633167529
12:00:00 AM,20,0.544687223
12:00:00 AM,21,1.026375236
12:00:00 AM,22,0.505568272
12:00:00 AM,23,1.883413214
12:00:00 AM,24,0.963853612
12:00:00 AM,25,1.179580485
12:00:00 AM,26,1.35743863
12:00:00 AM,27,0.51115397
12:00:00 AM,28,1.014265929
12:00:00 AM,29,1.216636759
12:00:00 AM,30,2.098069073
12:00:00 AM,31,0.291394974
12:00:00 AM,32,1.541305393
12:00:00 AM,33,1.713897033
12:00:00 AM,34,1.198650545
12:00:00 AM,35,0.648354079
12:00:00 AM,36,0.987782249
12:00:00 AM,37,1.775018408
12:00:00 AM,38,0.849568452
12:00:00 AM,39,0.81961764
12:00:00 AM,40,0.611168781
12:00:00 AM,41,0.602468338
12:00:00 AM,42,0.47293409
12:00:00 AM,43,0.514232478
12:00:00 AM,44,0.256290789
12:00:00 AM,45,0.556960646
12:00:00 AM,46,0.61995605
12:00:00 AM,47,0.508441243
12:00:00 AM,48,0.637803723
12:00:00 AM,49,0.663857531
12:00:00 AM,50,0.522429533
12:00:00 AM,51,0.63366847
12:00:00 AM,52,0.677348368
12:00:00 AM,53,0.341308047
12:00:00 AM,54,0.860390432
12:00:00 AM,55,0.730367054
12:00:00 AM,56,0.517358072
12:00:00 AM,57,1.498923292
12:00:00 AM,58,0.227812732
12:00:00 AM,59,1.771762284
12:00:00 AM,60,0.50588126
12:00:00 AM,61,1.756709567
12:00:00 AM,62,1.177985597
12:00:00 AM,63,0.658785764
12:00:00 AM,64,0.609750666
12:00:00 AM,65,0.5710016
12:00:00 AM,66,0.55532108
12:00:00 AM,67,0.481245128
12:00:00 AM,68,0.487553805
12:00:00 AM,69,0.50160025
12:00:00 AM,70,0.510554073
12:00:00 AM,71,0.81310246
12:00:00 AM,72,0.473886535
12:00:00 AM,73,0.766550368
12:00:00 AM,74,0.763572342
12:00:00 AM,75,0.480090003
12:00:00 AM,76,0.55247838
12:00:00 AM,77,0.404940158
12:00:00 AM,78,0.950706349
12:00:00 AM,79,1.14039549
12:00:00 AM,80,0.853915439
12:00:00 AM,81,0.230845369
12:00:00 AM,82,1.444718571
12:00:00 AM,83,0.697557176
12:00:00 AM,84,0.48785153
12:00:00 AM,85,0.513631153
12:00:00 AM,86,0.782528795
12:00:00 AM,87,0.722433614
12:00:00 AM,88,0.673034748
12:00:00 AM,89,0.649307481
12:00:00 AM,90,0.572869525
12:00:00 AM,91,0.245204994
12:00:00 AM,92,0.443297393
12:00:00 AM,93,0.482007793
12:00:00 AM,94,0.20303556
12:00:00 AM,95,0.226683335
12:00:00 AM,96,0.252322504
12:00:00 AM,97,0.476579469
12:00:00 AM,98,0.597835372
12:00:00 AM,99,0.270190435
12:00:00 AM,100,0.21262915
12:00:00 AM,101,2.159467352
12:00:00 AM,102,0.121859403
12:00:00 AM,103,0.061403551
12:00:00 AM,104,0.154789867
12:00:00 AM,105,2.489004712
12:00:00 AM,106,0.43961021
12:00:00 AM,107,1.273667153
12:00:00 AM,108,0.138181493
12:00:00 AM,109,1.505504275
12:00:00 AM,110,0.429858118
12:00:00 AM,111,1.492713659
12:00:00 AM,112,0.211927315
12:00:00 AM,113,0.399591365
12:00:00 AM,114,0.109698134
12:00:00 AM,115,1.945906053
12:00:00 AM,116,0.471868189
12:00:00 AM,117,0.291902783
12:00:00 AM,118,1.661525818
12:00:00 AM,119,0.304249332
12:00:00 AM,120,0.433828707
12:00:00 AM,121,0.493193295
12:00:00 AM,122,0.402671515
12:00:00 AM,123,2.612313176
12:00:00 AM,124,0.463150437
12:00:00 AM,125,1.636090062
12:00:00 AM,126,1.882781108
12:00:00 AM,127,0.24561944
12:00:00 AM,128,0.807835501
12:00:00 AM,129,0.969018418
12:00:00 AM,130,2.910043023
12:00:00 AM,131,0.140020961
12:00:00 AM,132,1.227608243
12:00:00 AM,133,2.377192519
12:00:00 AM,134,1.662540429
12:00:00 AM,135,0.311546765
12:00:00 AM,136,0.474648613
12:00:00 AM,137,2.461968483
12:00:00 AM,138,0.408234191
12:00:00 AM,139,0.393842243
12:00:00 AM,140,0.486779478
12:00:00 AM,141,0.835629678
12:00:00 AM,142,0.376679268
12:00:00 AM,143,0.409572322
12:00:00 AM,144,0.123152717
12:00:00 AM,145,0.772510049
12:00:00 AM,146,0.859885311
12:00:00 AM,147,0.404959759
12:00:00 AM,148,0.507993491
12:00:00 AM,149,0.920777109
12:00:00 AM,150,0.724615047
12:00:00 AM,151,3.424097885
12:00:00 AM,152,0.167754502
12:00:00 AM,153,0.084529563
12:00:00 AM,154,0.21308735
12:00:00 AM,155,3.946619412
12:00:00 AM,156,0.385555442
12:00:00 AM,157,1.11705618
12:00:00 AM,158,0.179262477
12:00:00 AM,159,1.320386453
12:00:00 AM,160,0.377002473
12:00:00 AM,161,1.30916858
12:00:00 AM,162,0.291744096
12:00:00 AM,163,0.518388798
12:00:00 AM,164,0.151013015
12:00:00 AM,165,3.085470495
12:00:00 AM,166,0.413846958
12:00:00 AM,167,0.378684691
12:00:00 AM,168,2.634551078
12:00:00 AM,169,0.394701836
12:00:00 AM,170,0.380484836
12:00:00 AM,171,0.639818329
12:00:00 AM,172,0.353158754
12:00:00 AM,173,4.142139964
12:00:00 AM,174,0.60084381
12:00:00 AM,175,2.594219597
12:00:00 AM,176,2.985378225
12:00:00 AM,177,0.318641436
12:00:00 AM,178,0.708503503
12:00:00 AM,179,0.849867259
12:00:00 AM,180,4.614226815
12:00:00 AM,181,0.181648815
12:00:00 AM,182,1.076660705
12:00:00 AM,183,3.769327594
12:00:00 AM,184,2.636159867
12:00:00 AM,185,0.404168776
